证券代码,证券简称,开盘价,最高价,最低价,收盘价,成交量,成交额
600000,浦发银行,11.36,11.38,11.08,11.37,71916086,811933127
600004,白云机场,9.13,9.15,9.05,9.13,16758721,152483349
600006,东风股份,7.16,7.23,7.1,7.2,41643745,298475378
600007,中国国贸,21.7,22.06,21.46,21.54,3677831,79705936
600008,首创环保,3.17,3.18,3.15,3.16,78599161,248441209
600009,上海机场,32.5,32.54,32.17,32.34,8801396,284143573
600010,包钢股份,1.84,1.85,1.8,1.83,389945743,709777848
600011,华能国际,7.43,7.45,7.26,7.31,52071177,380277428
600012,皖通高速,17.01,17.34,16.97,17.24,3888101,66847697
600015,华夏银行,7.24,7.27,7.2,7.25,86927829,629342159
600016,民生银行,3.99,4.04,3.97,4.04,222699453,893290590
600017,日照港,3.06,3.1,3.04,3.06,43989058,134745080
600018,上港集团,5.51,5.58,5.49,5.58,59267352,328220556
600019,宝钢股份,6.97,6.98,6.86,6.95,50278835,347373247
600020,中原高速,4.6,4.65,4.54,4.61,18127234,83405156
600021,上海电力,9.06,9.12,9.03,9.09,38608300,350200072
600022,山东钢铁,1.33,1.35,1.33,1.33,32810906,43802147
600023,浙能电力,5.34,5.35,5.3,5.32,49708553,264405873
600025,华能水电,9.52,9.6,9.45,9.58,31731408,302571123
600026,中远海能,10.84,10.85,10.56,10.68,26072882,277279419
600027,华电国际,5.85,5.86,5.71,5.75,72770507,418217715
600028,中国石化,5.69,5.71,5.64,5.71,146633258,833416146
600029,南方航空,5.93,5.93,5.78,5.8,56393500,328580162
600030,中信证券,26.28,26.42,25.61,25.67,117323426,3040010228
600031,三一重工,20.1,20.1,19.51,19.69,52420436,1032592016
600032,浙江新能,7.72,7.77,7.63,7.69,14407900,110614674
600033,福建高速,3.69,3.74,3.68,3.71,35229851,130626127
600035,楚天高速,4.43,4.48,4.42,4.46,14829380,66019236
600036,招商银行,41.79,42.23,41.31,42.02,71291388,2985699306
600037,歌华有线,7.3,7.31,7.17,7.21,10659900,77124336
600038,中直股份,36.17,37.4,36.13,36.99,14693539,540377335
600039,四川路桥,8.98,9.04,8.82,9.04,23140780,206155555
