证券代码,证券简称,开盘价,最高价,最低价,收盘价,成交量,成交额
600000,浦发银行,10.56,10.74,10.55,10.71,46047223,491852201
600004,白云机场,8.83,8.86,8.82,8.82,10404948,91981905
600006,东风股份,6.97,7.1,6.97,6.99,18970701,133184334
600007,中国国贸,22.57,23,22.5,22.84,2741001,62688111
600008,首创环保,3.08,3.1,3.07,3.09,55184862,170248620
600009,上海机场,32.36,32.5,32.25,32.31,4392265,142094689
600010,包钢股份,1.8,1.81,1.78,1.78,184194712,329676335
600011,华能国际,7.17,7.25,7.05,7.06,65557676,468339230
600012,皖通高速,17.56,17.72,17.47,17.64,3079617,54250018
600015,华夏银行,7.89,8,7.88,7.96,32692264,260105635
600016,民生银行,3.99,4.03,3.97,4.01,133526722,535333800
600017,日照港,3.12,3.19,3.11,3.15,73483502,231957034
600018,上港集团,5.5,5.56,5.49,5.52,39292967,217453547
600019,宝钢股份,6.71,6.71,6.6,6.62,93479263,620372100
600020,中原高速,4.27,4.38,4.26,4.37,12260010,53029375
600021,上海电力,8.81,8.9,8.78,8.8,34311448,303260571
600022,山东钢铁,1.3,1.31,1.29,1.3,27128324,35272579
600023,浙能电力,5.73,5.78,5.69,5.69,39729315,227768756
600025,华能水电,9.22,9.48,9.22,9.35,43849200,410731965
600026,中远海能,9.97,10.05,9.96,10.02,13021100,130419150
600027,华电国际,5.77,5.85,5.71,5.71,94120382,544559857
600028,中国石化,5.66,5.73,5.65,5.69,102404340,583972198
600029,南方航空,5.78,5.82,5.71,5.73,40681817,233849115
600030,中信证券,25.2,25.3,25.08,25.08,45949114,1157699163
600031,三一重工,19.23,19.23,18.94,18.95,33058123,628462385
600032,浙江新能,8.18,8.26,7.82,7.91,47283600,379188914
600033,福建高速,3.68,3.7,3.65,3.66,50093450,183781483
600035,楚天高速,4.28,4.33,4.27,4.32,11855328,51059763
600036,招商银行,42.31,42.54,42.01,42.01,43378813,1831804304
600037,歌华有线,6.93,7.03,6.87,6.92,9288600,64299229
600038,中直股份,36.29,36.46,36.15,36.2,2652328,96210770
600039,四川路桥,8.49,8.64,8.39,8.5,24534066,208871678
600048,保利发展,9.05,9.1,8.97,9.01,65184536,589346925
600050,中国联通,5.44,5.46,5.39,5.4,183362947,993517676
600051,宁波联合,6.52,6.66,6.5,6.65,5636400,37189493
600052,东望时代,4.13,4.26,4.1,4.13,7765608,32272831
600053,九鼎投资,14.29,14.48,13.94,14,17439969,246745835
600054,黄山旅游,11.98,12.05,11.79,12,12809481,152773544
600055,万东医疗,17.55,17.65,17.41,17.52,3537562,61983064
600056,中国医药,10.13,10.19,10.07,10.17,8562223,86964764
600057,厦门象屿,6.23,6.46,6.23,6.42,39666150,253423833
600058,五矿发展,6.87,7.34,6.85,7.09,17251209,121947297
600059,古越龙山,8.69,8.8,8.67,8.77,13228709,115829598
600060,海信视像,23.89,24.64,23.82,24.42,12543953,304372642
600061,国投资本,6.86,6.99,6.85,6.93,28343593,196603733
600062,华润双鹤,18.17,18.39,18.16,18.31,8008112,146583553
600063,皖维高新,4.57,4.58,4.52,4.55,22979121,104494131
600064,南京高科,7.15,7.36,7.13,7.35,18128010,131841286
600066,宇通客车,26.9,27.8,26.82,27.45,18536135,510459333
600067,冠城新材,2.33,2.34,2.3,2.33,10588360,24621206
600070,*ST富润,0,0,0,0.42,0,0
600071,凤凰光学,19.19,19.53,19.05,19.14,4044800,78099677
600072,中船科技,12.03,12.05,11.95,12,7984041,95811674
600073,光明肉业,7.96,8.67,7.93,8.49,50728499,428510782
600075,新疆天业,4.16,4.24,4.15,4.23,10845082,45540507
600076,康欣新材,1.97,2,1.96,1.98,9546849,18920346
600078,澄星股份,5.15,5.38,5.11,5.22,8346043,43628400
600079,人福医药,20.67,21.09,20.67,20.85,10969133,229249528
600080,金花股份,7.26,7.44,7.2,7.38,4896015,35828261
600081,东风科技,13.5,13.83,13.46,13.57,12911193,175804000
600082,海泰发展,2.96,3.04,2.95,3.02,10842500,32633399
600084,中信尼雅,5.51,5.6,5.48,5.54,2917625,16152774
600085,同仁堂,36.25,37.6,36.24,36.96,15021039,558650099
600088,中视传媒,16.54,16.71,16.49,16.56,2352340,39044960
600089,特变电工,11.63,11.75,11.59,11.69,30561669,357216483
600094,大名城,3.39,3.43,3.35,3.36,29058900,98225653
600095,湘财股份,8.18,8.67,8.11,8.42,153504818,1282707525
600096,云天化,21.97,22.21,21.93,22.09,18453509,407997797
600097,开创国际,9.51,9.62,9.44,9.6,4804900,45762549
600098,广州发展,6.22,6.32,6.22,6.28,17842295,112090782
600099,林海股份,9.7,9.82,9.64,9.77,2927900,28535087
600100,同方股份,7.12,7.13,7.03,7.06,29075468,205479775
600101,明星电力,11.93,12.6,11.81,12.08,91671670,1118111295
600103,青山纸业,2.17,2.22,2.15,2.16,62343546,135930849
600104,上汽集团,15.35,15.4,15.26,15.28,20872048,319785903
600105,永鼎股份,6,6.14,5.88,6.14,133123961,808663883
600106,重庆路桥,5.08,5.2,5.07,5.16,17572565,90327005
600107,美尔雅,3.83,4.45,3.83,4.33,37761402,157567080
600108,亚盛集团,2.92,2.95,2.9,2.95,49598701,145339788
600109,国金证券,7.97,8.04,7.95,7.97,16619840,132646845
600110,诺德股份,3.54,3.57,3.45,3.51,24358712,85204425
600111,北方稀土,23.59,23.6,23.15,23.16,42184988,980349573
600113,浙江东日,14.31,14.82,14.31,14.63,4401340,64136684
600114,东睦股份,18.78,18.84,18.5,18.6,11206396,208727880
